Date,^GSPC
2024-09-16,5633.0900
2024-09-17,5634.5800
2024-09-18,5618.2600
2024-09-19,5713.6400
2024-09-20,5702.5500
2024-09-23,5718.5700
2024-09-24,5732.9300
2024-09-25,5722.2600
2024-09-26,5745.3700
2024-09-27,5738.1700
2024-09-30,5762.4800
2024-10-01,5708.7500
2024-10-02,5709.5400
2024-10-03,5699.9400
2024-10-04,5751.0700
2024-10-07,5695.9400
2024-10-08,5751.1300
2024-10-09,5792.0400
2024-10-10,5780.0500
2024-10-11,5815.0300
2024-10-14,5859.8500
2024-10-15,5815.2600
2024-10-16,5842.4700
2024-10-17,5841.4700
2024-10-18,5864.6700
2024-10-21,5853.9800
2024-10-22,5851.2000
2024-10-23,5797.4200
2024-10-24,5809.8600
2024-10-25,5808.1200
2024-10-28,5823.5200
2024-10-29,5832.9200
2024-10-30,5813.6700
2024-10-31,5705.4500
2024-11-01,5728.8000
2024-11-04,5712.6900
2024-11-05,5782.7600
2024-11-06,5929.0400
2024-11-07,5973.1000
2024-11-08,5995.5400
2024-11-11,6001.3500
2024-11-12,5983.9900
2024-11-13,5985.3800
2024-11-14,5949.1700
2024-11-15,5870.6200
2024-11-18,5893.6200
2024-11-19,5916.9800
2024-11-20,5917.1100
2024-11-21,5948.7100
2024-11-22,5969.3400
2024-11-25,5987.3700
2024-11-26,6021.6300
2024-11-27,5998.7400
2024-11-29,6032.3800
2024-12-02,6047.1500
2024-12-03,6049.8800
2024-12-04,6086.4900
2024-12-05,6075.1100
2024-12-06,6090.2700
2024-12-09,6052.8500
2024-12-10,6034.9100
2024-12-11,6084.1900
2024-12-12,6051.2500
2024-12-13,6051.0900
2024-12-16,6074.0800
2024-12-17,6050.6100
2024-12-18,5872.1600
2024-12-19,5867.0800
2024-12-20,5930.8500
2024-12-23,5974.0700
2024-12-24,6040.0400
2024-12-26,6037.5900
2024-12-27,5970.8400
2024-12-30,5906.9400
2024-12-31,5881.6300
2025-01-02,5868.5500
2025-01-03,5942.4700
2025-01-06,5975.3800
2025-01-07,5909.0300
2025-01-08,5918.2500
2025-01-10,5827.0400
2025-01-13,5836.2200
2025-01-14,5842.9100
2025-01-15,5949.9100
2025-01-16,5937.3400
2025-01-17,5996.6600
2025-01-21,6049.2400
2025-01-22,6086.3700
2025-01-23,6118.7100
2025-01-24,6101.2400
2025-01-27,6012.2800
2025-01-28,6067.7000
2025-01-29,6039.3100
2025-01-30,6071.1700
2025-01-31,6040.5300
2025-02-03,5994.5700
2025-02-04,6037.8800
2025-02-05,6061.4800
2025-02-06,6083.5700
2025-02-07,6025.9900
2025-02-10,6066.4400
2025-02-11,6068.5000
2025-02-12,6051.9700
2025-02-13,6115.0700
2025-02-14,6114.6300
2025-02-18,6129.5800
2025-02-19,6144.1500
2025-02-20,6117.5200
2025-02-21,6013.1300
2025-02-24,5983.2500
2025-02-25,5955.2500
2025-02-26,5956.0600
2025-02-27,5861.5700
2025-02-28,5954.5000
2025-03-03,5849.7200
2025-03-04,5778.1500
2025-03-05,5842.6300
2025-03-06,5738.5200
2025-03-07,5770.2000
2025-03-10,5614.5600
2025-03-11,5572.0700
2025-03-12,5599.3000
2025-03-13,5521.5200
2025-03-14,5638.9400
2025-03-17,5675.1200
2025-03-18,5614.6600
2025-03-19,5675.2900
2025-03-20,5662.8900
2025-03-21,5667.5600
2025-03-24,5767.5700
2025-03-25,5776.6500
2025-03-26,5712.2000
2025-03-27,5693.3100
2025-03-28,5580.9400
2025-03-31,5611.8500
2025-04-01,5633.0700
2025-04-02,5670.9700
2025-04-03,5396.5200
2025-04-04,5074.0800
2025-04-07,5062.2500
2025-04-08,4982.7700
2025-04-09,5456.9000
2025-04-10,5268.0500
2025-04-11,5363.3600
2025-04-14,5405.9700
2025-04-15,5396.6300
2025-04-16,5275.7000
2025-04-17,5282.7000
2025-04-21,5158.2000
2025-04-22,5287.7600
2025-04-23,5375.8600
2025-04-24,5484.7700
2025-04-25,5525.2100
2025-04-28,5528.7500
2025-04-29,5560.8300
2025-04-30,5569.0600
2025-05-01,5604.1400
2025-05-02,5686.6700
2025-05-05,5650.3800
2025-05-06,5606.9100
2025-05-07,5631.2800
2025-05-08,5663.9400
2025-05-09,5659.9100
2025-05-12,5844.1900
2025-05-13,5886.5500
2025-05-14,5892.5800
2025-05-15,5916.9300
2025-05-16,5958.3800
2025-05-19,5963.6000
2025-05-20,5940.4600
2025-05-21,5844.6100
2025-05-22,5842.0100
2025-05-23,5802.8200
2025-05-27,5921.5400
2025-05-28,5888.5500
2025-05-29,5912.1700
2025-05-30,5911.6900
2025-06-02,5935.9400
2025-06-03,5970.3700
2025-06-04,5970.8100
2025-06-05,5939.3000
2025-06-06,6000.3600
